SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
New Construction Plan,NA,Condo/Co-op,K Plan,Seattle,WA,98121,650000,1,1,Seattle,564,NA,NA,133,1152,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/K/home/191574289,Zillow,69BC742340F6,N,Y,47.6182832,-122.344644
New Construction Plan,NA,Condo/Co-op,C Plan,Seattle,WA,98121,699000,1,1,Seattle,985,NA,NA,133,710,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/C/home/191574285,Zillow,174FD5E28AED,N,Y,47.6182832,-122.344644
New Construction Plan,NA,Condo/Co-op,Typical One Bedroom Plan,Seattle,WA,98118,58000,1,1,Seattle,580,NA,NA,161,100,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Typical-One-Bedroom/home/191174878,Zillow,4676A5531C83,N,Y,47.5357927,-122.2812038
New Construction Plan,NA,Condo/Co-op,Floorplan B Plan,Seattle,WA,98116,1359000,1,1.5,Seattle,1157,NA,NA,211,1175,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Floorplan-B/home/190603291,Zillow,5E2E30AC84DD,N,Y,47.5936917,-122.389483
New Construction Plan,NA,Condo/Co-op,Anacortes Plan,Seattle,WA,98133,474990,1,1,Seattle,955,NA,NA,267,497,NA,Active,NA,NA,https://www.redfin.com/WA/Shoreline/Seattle/Anacortes/home/188281656,Zillow,539D748EFF8D,N,Y,47.7353512,-122.3540679
New Construction Plan,NA,Townhouse,The Loft Plan,Seattle,WA,98126,509950,1,1,Seattle,620,NA,NA,272,823,60,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/The-Loft/home/189883591,Zillow,1EAE8EA86DD0,N,Y,47.5643997,-122.3785386
New Construction Plan,NA,Condo/Co-op,Floorplan F Plan,Seattle,WA,98116,1299000,1,1.5,Seattle,1169,NA,NA,281,1111,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Floorplan-F/home/189749174,Zillow,A6727A42C377,N,Y,47.5936917,-122.389483
New Construction Plan,NA,Condo/Co-op,Townhouse 2B Plan,Seattle,WA,98116,1329000,1,2.5,Seattle,1463,NA,NA,281,908,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Townhouse-2B/home/189749148,Zillow,145E58B0BE89,N,Y,47.5936917,-122.389483
New Construction Plan,NA,Condo/Co-op,Urban 1 Bedroom Plan,Seattle,WA,98104,449900,1,1,Seattle,539,NA,NA,286,835,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Urban-1-Bedroom/home/189689984,Zillow,25215FF4E425,N,Y,47.6066658,-122.3271698
New Construction Plan,NA,Condo/Co-op,1 Bedroom Plan,Seattle,WA,98104,564900,1,1,Seattle,589,NA,NA,286,959,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/1-Bedroom/home/189689692,Zillow,5BD9E6EE129B,N,Y,47.6066658,-122.3271698
New Construction Plan,NA,Single Family Residential,Urban 1 Plan,Seattle,WA,98101,717888,1,1,Seattle,622,NA,NA,336,1154,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/Urban-1/home/188382350,Zillow,235901AA50C4,N,Y,47.6125423,-122.3408974
New Construction Plan,NA,Condo/Co-op,F Plan,Seattle,WA,98121,680000,1,1,Seattle,684,NA,NA,380,994,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/Seattle/F/home/188379589,Zillow,6BB3C2B98B47,N,Y,47.6182832,-122.344644
"In accordance with local MLS rules, some MLS listings are not included in the download",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MLS Listing,NA,Condo/Co-op,1920 4th Ave #1802,Seattle,WA,98101,1649888,2,2,Belltown,1607,NA,2010,1,1027,1666,Active,December-1-2024 02:00 PM,December-1-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1920-4th-Ave-98101/unit-1802/home/17091142,NWMLS as Distributed by MLS Grid,2312267,N,Y,47.6131547,-122.3393871
MLS Listing,NA,Condo/Co-op,1619 Harbor Ave SW #300,Seattle,WA,98126,1350000,2,2,Alki,2014,NA,1992,3,670,1240,Active,November-23-2024 02:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1619-Harbor-Ave-SW-98126/unit-300/home/191517241,NWMLS as Distributed by MLS Grid,2311930,N,Y,47.5891305,-122.3814799
MLS Listing,NA,Townhouse,356 Aloha St,Seattle,WA,98109,985000,2,2,Queen Anne,1540,932,2002,8,640,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/356-Aloha-St-98109/home/132211,NWMLS as Distributed by MLS Grid,2309505,N,Y,47.6273479,-122.3496983
MLS Listing,NA,Condo/Co-op,124 Bellevue Ave E #202,Seattle,WA,98102,615000,2,2,Broadway,1040,NA,2006,14,591,885,Active,NA,NA,https://www.redfin.com/WA/Seattle/124-Bellevue-Ave-E-98102/unit-202/home/12090972,NWMLS as Distributed by MLS Grid,2308675,N,Y,47.6194474,-122.3262337
MLS Listing,NA,Single Family Residential,7548 32nd Ave SW,Seattle,WA,98126,585000,2,1,West Seattle,780,4800,1942,18,750,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/7548-32nd-Ave-SW-98126/home/472717,NWMLS as Distributed by MLS Grid,2306749,N,Y,47.5340936,-122.3736539
MLS Listing,NA,Condo/Co-op,1310 N Lucas Pl #302,Seattle,WA,98103,599000,2,2,Wallingford,891,NA,2005,24,672,840,Active,NA,NA,https://www.redfin.com/WA/Seattle/1310-N-Lucas-Pl-98103/unit-302/home/2078377,NWMLS as Distributed by MLS Grid,2304725,N,Y,47.656084,-122.342106
MLS Listing,NA,Condo/Co-op,2419 E Madison St #2467,Seattle,WA,98112,581000,2,1,Seattle,967,NA,1980,30,601,902,Active,NA,NA,https://www.redfin.com/WA/Seattle/2419-E-Madison-St-98112/unit-2467/home/191505738,NWMLS as Distributed by MLS Grid,2303014,N,Y,47.6204917,-122.3002576
MLS Listing,NA,Condo/Co-op,411 N 90th St #301,Seattle,WA,98103,484950,2,2,Greenwood,897,NA,1987,42,541,574,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/411-N-90th-St-98103/unit-301/home/35183,NWMLS as Distributed by MLS Grid,2300944,N,Y,47.6939767,-122.3536048
MLS Listing,NA,Single Family Residential,4509 15th Ave S Unit A,Seattle,WA,98108,749950,2,2.5,Beacon Hill,1850,1133,2015,44,405,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/4509-18th-Ave-NE-98105/unit-A/home/2084354,NWMLS as Distributed by MLS Grid,2299537,N,Y,47.563164,-122.313783
MLS Listing,NA,Condo/Co-op,2821 2nd Ave #1504,Seattle,WA,98121,924500,2,2,Belltown,1318,NA,1982,50,701,2089,Active,NA,NA,https://www.redfin.com/WA/Seattle/2821-2nd-Ave-98121/unit-1504/home/34433,NWMLS as Distributed by MLS Grid,2297590,N,Y,47.617312923,-122.3515648
MLS Listing,NA,Condo/Co-op,583 Battery St Unit 3004N,Seattle,WA,98121,1450000,2,2,Belltown,1252,NA,2016,57,1158,1402,Active,NA,NA,https://www.redfin.com/WA/Seattle/583-Battery-St-98121/unit-3004N/home/109003043,NWMLS as Distributed by MLS Grid,2295663,N,Y,47.6171642,-122.3437077
MLS Listing,NA,Townhouse,212 16th Ave Unit D,Seattle,WA,98122,794980,2,2,Central Area,1310,592,2016,60,607,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/212-16th-Ave-98122/unit-D/home/109660305,NWMLS as Distributed by MLS Grid,2291328,N,Y,47.6039512,-122.3109369
MLS Listing,NA,Townhouse,4127 40th Ave SW Unit B,Seattle,WA,98116,690000,2,2.5,Genesee,875,901,2022,63,789,183,Active,NA,NA,https://www.redfin.com/WA/Seattle/4127-40th-Ave-SW-98116/unit-B/home/181250933,NWMLS as Distributed by MLS Grid,2293541,N,Y,47.5656551,-122.383153
MLS Listing,NA,Condo/Co-op,7311 15th Ave NW #203,Seattle,WA,98117,495000,2,1,Loyal Heights,1004,NA,2004,64,493,391,Active,NA,NA,https://www.redfin.com/WA/Seattle/7311-15th-Ave-NW-98117/unit-203/home/32401,NWMLS as Distributed by MLS Grid,2288485,N,Y,47.6817869,-122.3770148
MLS Listing,NA,Townhouse,547 N 103rd St,Seattle,WA,98133,665000,2,2.5,Greenwood,1290,847,2018,64,516,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/547-N-103rd-St-98133/home/160565411,NWMLS as Distributed by MLS Grid,2292723,N,Y,47.7035165,-122.3508815
MLS Listing,NA,Condo/Co-op,6042 Seaview Ave NW #301,Seattle,WA,98107,979000,2,2,Sunset Hill,1636,NA,1999,65,598,890,Active,NA,NA,https://www.redfin.com/WA/Seattle/6042-Seaview-Ave-NW-98107/unit-301/home/72763,NWMLS as Distributed by MLS Grid,2290648,N,Y,47.6732519,-122.4061191
MLS Listing,NA,Townhouse,212 24th Ave E,Seattle,WA,98112,699000,2,2.5,Madison Valley,1267,1,2000,69,552,1091,Active,NA,NA,https://www.redfin.com/WA/Seattle/212-24th-Ave-E-98112/home/51167,NWMLS as Distributed by MLS Grid,2291020,N,Y,47.6206871,-122.3010008
MLS Listing,NA,Townhouse,3410 23rd Ave W Unit B,Seattle,WA,98199,798000,2,2,Magnolia,1395,797,2022,71,572,NA,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3410-23rd-Ave-W-98199/unit-B/home/179594638,NWMLS as Distributed by MLS Grid,2287584,N,Y,47.6507636,-122.3856057
MLS Listing,NA,Condo/Co-op,4343 Roosevelt Way NE #405,Seattle,WA,98105,595000,2,2,University District,1215,NA,1996,77,490,743,Active,NA,NA,https://www.redfin.com/WA/Seattle/4343-Roosevelt-Way-NE-98105/unit-405/home/8764,NWMLS as Distributed by MLS Grid,2287206,N,Y,47.6606289,-122.3180337
MLS Listing,NA,Condo/Co-op,4444 44th Ave SW #101,Seattle,WA,98116,469900,2,2,West Seattle,1129,NA,1975,86,416,669,Active,NA,NA,https://www.redfin.com/WA/Seattle/4444-44th-Ave-SW-98116/unit-101/home/42231,NWMLS as Distributed by MLS Grid,2277728,N,Y,47.5632917,-122.3877919
MLS Listing,NA,Condo/Co-op,4026 Stone Way N #403,Seattle,WA,98103,555000,2,2,Fremont,814,NA,2001,91,682,593,Active,NA,NA,https://www.redfin.com/WA/Seattle/4026-Stone-Way-N-98103/unit-403/home/49001,NWMLS as Distributed by MLS Grid,2278733,N,Y,47.6562218,-122.3420838
MLS Listing,NA,Condo/Co-op,700 Crockett St #303,Seattle,WA,98109,769900,2,2,Queen Anne,1211,NA,1984,100,636,650,Active,NA,NA,https://www.redfin.com/WA/Seattle/700-Crockett-St-98109/unit-303/home/191480680,NWMLS as Distributed by MLS Grid,2277413,N,Y,47.6377999,-122.3443015
MLS Listing,NA,Condo/Co-op,2721 1st Ave #205,Seattle,WA,98121,539950,2,1,Belltown,893,NA,2005,113,605,834,Active,NA,NA,https://www.redfin.com/WA/Seattle/2721-1st-Ave-98121/unit-205/home/2086048,NWMLS as Distributed by MLS Grid,2267058,N,Y,47.6162016,-122.3515525
MLS Listing,NA,Condo/Co-op,10455 Des Moines Memorial Dr S #304,Seattle,WA,98168,270000,2,2,Riverton,999,NA,1969,124,270,599,Active,NA,NA,https://www.redfin.com/WA/Seattle/10455-Des-Moines-Memorial-Dr-S-98168/unit-304/home/108280163,NWMLS as Distributed by MLS Grid,2261043,N,Y,47.5085472,-122.3057541
MLS Listing,NA,Condo/Co-op,583 Battery St Unit 707N,Seattle,WA,98121,895000,2,2,South Lake Union,1231,NA,2016,126,727,1379,Active,NA,NA,https://www.redfin.com/WA/Seattle/583-Battery-St-98121/unit-707N/home/109003367,NWMLS as Distributed by MLS Grid,2267431,N,Y,47.6171642,-122.3437077
MLS Listing,NA,Condo/Co-op,3717 Beach Dr SW #319,Seattle,WA,98116,625000,2,1.5,Alki,1080,NA,1968,130,579,1221,Active,NA,NA,https://www.redfin.com/WA/Seattle/3717-Beach-Dr-SW-98116/unit-319/home/52655,NWMLS as Distributed by MLS Grid,2265110,N,Y,47.5705734,-122.411627
MLS Listing,NA,Condo/Co-op,150 Melrose Ave E #101,Seattle,WA,98102,510000,2,1.5,Capitol Hill,1058,NA,1978,144,482,393,Active,NA,NA,https://www.redfin.com/WA/Seattle/150-Melrose-Ave-E-98102/unit-101/home/190268808,NWMLS as Distributed by MLS Grid,2255502,N,Y,47.619913,-122.3275375
MLS Listing,NA,Single Family Residential,11451 71st Pl S,Seattle,WA,98178,575000,2,1,Seattle,1620,6600,1945,151,355,NA,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/11451-71st-Pl-S-98178/home/175660,NWMLS as Distributed by MLS Grid,2255496,N,Y,47.5003097,-122.2460514
MLS Listing,NA,Condo/Co-op,819 Virginia St #1010,Seattle,WA,98101,749888,2,2,Belltown,1315,NA,2007,157,570,1363,Active,NA,NA,https://www.redfin.com/WA/Seattle/819-Virginia-St-98101/unit-1010/home/12307055,NWMLS as Distributed by MLS Grid,2250048,N,Y,47.6160389,-122.3357053
MLS Listing,NA,Condo/Co-op,6110 24th Ave NW #302,Seattle,WA,98107,519000,2,2,Ballard,836,NA,1968,198,621,492,Active,NA,NA,https://www.redfin.com/WA/Seattle/6110-24th-Ave-NW-98107/unit-302/home/9447,NWMLS as Distributed by MLS Grid,2233756,N,Y,47.6736113,-122.3871943
MLS Listing,NA,Condo/Co-op,5907 40th Ave SW Unit A,Seattle,WA,98136,599995,2,2.5,West Seattle,1556,4400,2005,210,386,464,Active,NA,NA,https://www.redfin.com/WA/Seattle/5907-40th-Ave-SW-98136/unit-A/home/2060313,NWMLS as Distributed by MLS Grid,2227407,N,Y,47.5500099,-122.3835176
MLS Listing,NA,Condo/Co-op,4220 Latona Ave NE,Seattle,WA,98105,950000,2,2.5,Wallingford,1160,1347,2024,1,819,52,Active,November-22-2024 03:00 PM,November-22-2024 05:00 PM,https://www.redfin.com/WA/Seattle/4220-Latona-Ave-NE-98105/home/193675137,NWMLS as Distributed by MLS Grid,2312269,N,Y,47.658342,-122.3249101
MLS Listing,NA,Condo/Co-op,4218 Latona Ave NE,Seattle,WA,98105,879000,2,2,Wallingford,1225,712,2024,1,718,52,Active,November-22-2024 03:00 PM,November-22-2024 05:00 PM,https://www.redfin.com/WA/Seattle/4218-Latona-Ave-NE-98105/home/117619,NWMLS as Distributed by MLS Grid,2312140,N,Y,47.658275,-122.3248745
MLS Listing,NA,Condo/Co-op,1920 4th Ave #1208,Seattle,WA,98101,1450000,2,2,Downtown,1607,NA,2010,1,902,1630,Active,NA,NA,https://www.redfin.com/WA/Seattle/1920-4th-Ave-98101/unit-1208/home/28624133,NWMLS as Distributed by MLS Grid,2312648,N,Y,47.6131547,-122.3393871
MLS Listing,NA,Condo/Co-op,503 NE 42nd St,Seattle,WA,98105,699950,2,1.5,Wallingford,1018,NA,2024,1,688,22,Active,November-24-2024 01:15 PM,November-24-2024 02:45 PM,https://www.redfin.com/WA/Seattle/503-NE-42nd-St-98105/home/193674647,NWMLS as Distributed by MLS Grid,2312210,N,Y,47.6576865,-122.3234687
MLS Listing,NA,Townhouse,8833 N Midvale Ave,Seattle,WA,98103,625000,2,1.5,Licton Springs,1180,NA,1978,1,530,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/8833-N-Midvale-Pl-98103/home/193672684,NWMLS as Distributed by MLS Grid,2312104,N,Y,47.6621442,-122.3446053
MLS Listing,NA,Condo/Co-op,14029 Greenwood Ave N Unit A,Seattle,WA,98133,415000,2,2,Bitter Lake,954,NA,1995,1,435,350,Active,November-23-2024 12:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/14029-Greenwood-Ave-N-98133/unit-A/home/61765,NWMLS as Distributed by MLS Grid,2312344,N,Y,47.7313412,-122.3560244
MLS Listing,NA,Townhouse,9029 8th Ave NW Unit C,Seattle,WA,98117,669950,2,2,Crown Hill,1165,1293,2024,1,575,45,Active,NA,NA,https://www.redfin.com/WA/Seattle/9029-8th-Ave-NW-98117/unit-C/home/193668353,NWMLS as Distributed by MLS Grid,2312425,N,Y,47.6952461,-122.3664468
MLS Listing,NA,Condo/Co-op,1111 S Atlantic St #203,Seattle,WA,98134,409500,2,1,N Beacon Hill,1150,NA,1980,1,356,601,Active,November-23-2024 01:00 AM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1111-S-Atlantic-St-98134/unit-203/home/15052,NWMLS as Distributed by MLS Grid,2312564,N,Y,47.5894862,-122.3183053
MLS Listing,NA,Condo/Co-op,6309 Sand Point Way NE Unit E5,Seattle,WA,98115,599950,2,2,Sand Point,1656,NA,1972,1,362,830,Active,NA,NA,https://www.redfin.com/WA/Seattle/6309-Sand-Point-Way-NE-98115/unit-E5/home/14406,NWMLS as Distributed by MLS Grid,2310206,N,Y,47.675002,-122.265499
MLS Listing,NA,Single Family Residential,2602 NE 130th St,Seattle,WA,98125,650000,2,2,Olympic Hills,907,2882,2024,1,717,250,Active,NA,NA,https://www.redfin.com/WA/Seattle/2602-NE-130th-St-98125/home/114942,NWMLS as Distributed by MLS Grid,2312525,N,Y,47.7232269,-122.3004123
MLS Listing,NA,Single Family Residential,3302 49th Ave SW,Seattle,WA,98116,799000,2,2.5,Admiral,1092,6663,2024,1,732,20,Active,November-23-2024 11:00 AM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/3302-49th-Ave-SW-98116/home/193657413,NWMLS as Distributed by MLS Grid,2311940,N,Y,47.5745119,-122.3944365
MLS Listing,NA,Condo/Co-op,1300 University St Unit 5D,Seattle,WA,98101,449990,2,1,Seattle,827,NA,1980,1,544,729,Active,NA,NA,https://www.redfin.com/WA/Seattle/1300-University-St-98101/unit-5D/home/21931,NWMLS as Distributed by MLS Grid,2312360,N,Y,47.6127116,-122.3247742
MLS Listing,NA,Single Family Residential,4632 49th Ave S Unit B,Seattle,WA,98118,699950,2,2.5,Seward Park,1096,1457,2024,1,639,2,Active,November-23-2024 01:00 PM,November-23-2024 03:00 PM,https://www.redfin.com/WA/Seattle/4632-49th-Ave-S-98118/unit-B/home/193656413,NWMLS as Distributed by MLS Grid,2312391,N,Y,47.5608042,-122.2716545
MLS Listing,NA,Townhouse,1410 C 21st Ave,Seattle,WA,98122,775000,2,2,Capitol Hill,1321,468,2024,1,587,NA,Active,November-24-2024 12:30 PM,November-24-2024 02:30 PM,https://www.redfin.com/WA/Seattle/1410-21st-Ave-98122/home/183985650,NWMLS as Distributed by MLS Grid,2311932,N,Y,47.6133732,-122.3047299
MLS Listing,NA,Townhouse,12058 8th Ave NW Unit C,Seattle,WA,98177,825000,2,2,Broadview,1361,2778,2024,1,606,54,Active,NA,NA,https://www.redfin.com/WA/Seattle/12058-8th-Ave-NW-98177/unit-C/home/192634580,NWMLS as Distributed by MLS Grid,2312156,N,Y,47.7177315,-122.3657367
MLS Listing,NA,Townhouse,2113 6th Ave W Unit B,Seattle,WA,98119,789950,2,2,Queen Anne,1057,485,2024,1,747,61,Active,November-22-2024 02:45 PM,November-22-2024 04:45 PM,https://www.redfin.com/WA/Seattle/2113-6th-Ave-W-98119/unit-B/home/190503369,NWMLS as Distributed by MLS Grid,2312365,N,Y,47.6382248,-122.3653655
MLS Listing,NA,Single Family Residential,6624 Linden Ave N,Seattle,WA,98103,949000,2,1.5,Green Lake,2210,4440,1910,1,429,NA,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/6624-Linden-Ave-N-98103/home/301418,NWMLS as Distributed by MLS Grid,2312245,N,Y,47.6776412,-122.3470021
MLS Listing,NA,Condo/Co-op,1600 43rd Ave E #303,Seattle,WA,98112,600000,2,1,Madison Park,1003,NA,1959,1,598,1221,Active,NA,NA,https://www.redfin.com/WA/Seattle/1600-43rd-Ave-E-98112/unit-303/home/3959,NWMLS as Distributed by MLS Grid,2312316,N,Y,47.6334602,-122.2762546
MLS Listing,NA,Condo/Co-op,1301 Spring St Unit 15D,Seattle,WA,98104,1150000,2,2,First Hill,1330,NA,1982,1,865,1910,Active,November-22-2024 04:00 PM,November-22-2024 06:00 PM,https://www.redfin.com/WA/Seattle/1301-Spring-St-98104/unit-15D/home/52135,NWMLS as Distributed by MLS Grid,2294752,N,Y,47.6110547,-122.3225259
MLS Listing,NA,Condo/Co-op,8610 37th Ave S,Seattle,WA,98118,536750,2,1.5,Beacon Hill,1000,2775,2024,1,537,12,Active,NA,NA,https://www.redfin.com/WA/Seattle/8610-37th-Ave-S-98118/home/191305303,NWMLS as Distributed by MLS Grid,2312293,N,Y,47.5247127,-122.2859134
MLS Listing,NA,Condo/Co-op,1420 Terry Ave #701,Seattle,WA,98101,650000,2,2,First Hill,1103,NA,2002,1,589,1301,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1420-Terry-Ave-98101/unit-701/home/24037,NWMLS as Distributed by MLS Grid,2312040,N,Y,47.6126533,-122.3293157
MLS Listing,NA,Single Family Residential,3915 SW Hinds St,Seattle,WA,98116,750000,2,1,Admiral,1240,2100,1915,2,605,NA,Active,November-22-2024 03:00 PM,November-22-2024 06:00 PM,https://www.redfin.com/WA/Seattle/3915-SW-Hinds-St-98116/home/329161,NWMLS as Distributed by MLS Grid,2307673,N,Y,47.5729895,-122.3820835
MLS Listing,NA,Townhouse,6569 5th Ave NE Unit A,Seattle,WA,98115,775000,2,1.5,Green Lake,900,979,2001,2,861,NA,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/6569-5th-Ave-NE-98115/unit-A/home/306397,NWMLS as Distributed by MLS Grid,2311271,N,Y,47.6775368,-122.3249417
MLS Listing,NA,Townhouse,8330 26th Ave NW Unit B,Seattle,WA,98117,689950,2,2,Loyal Heights,1084,973,2024,2,636,35,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/8330-26th-Ave-NW-98117/unit-B/home/193644085,NWMLS as Distributed by MLS Grid,2311924,N,Y,47.6899409,-122.3895151
MLS Listing,NA,Condo/Co-op,3900 2nd Ave NE #201,Seattle,WA,98105,664950,2,2,Wallingford,1089,NA,1997,2,611,719,Active,NA,NA,https://www.redfin.com/WA/Seattle/3900-2nd-Ave-NE-98105/unit-201/home/190499357,NWMLS as Distributed by MLS Grid,2312055,N,Y,47.6549999,-122.326668
MLS Listing,NA,Condo/Co-op,10644 Glen Acres Dr S,Seattle,WA,98168,250000,2,1,Glen Acres,1029,NA,1976,3,243,1194,Active,November-24-2024 11:30 AM,November-24-2024 03:00 PM,https://www.redfin.com/WA/Burien/10644-Glen-Acres-Dr-S-98168/home/18869913,NWMLS as Distributed by MLS Grid,2311475,N,Y,47.5082572,-122.3209104
MLS Listing,NA,Single Family Residential,11025 17th Ave NE,Seattle,WA,98125,795950,2,2,Victory Heights,1140,5108,2024,3,698,50,Active,November-23-2024 12:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/11025-17th-Ave-NE-98125/home/190350625,NWMLS as Distributed by MLS Grid,2311706,N,Y,47.7093299,-122.3102987
MLS Listing,NA,Townhouse,1311 31st Ave S,Seattle,WA,98144,1049900,2,2.5,Leschi,1515,1331,2025,4,693,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/1311-31st-Ave-S-98144/home/193621716,NWMLS as Distributed by MLS Grid,2311548,N,Y,47.5917641,-122.2926016
MLS Listing,NA,Single Family Residential,10034 20th Ave SW,Seattle,WA,98146,455000,2,1,White Center,930,5000,1940,4,489,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/10034-20th-Ave-SW-98146/home/180344,NWMLS as Distributed by MLS Grid,2311761,N,Y,47.5125635,-122.3593081
MLS Listing,NA,Townhouse,315 W Galer St #101,Seattle,WA,98119,1400000,2,3.5,Queen Anne,2338,1353,2013,4,599,600,Active,November-22-2024 03:00 PM,November-22-2024 05:00 PM,https://www.redfin.com/WA/Seattle/315-W-Galer-St-98119/unit-101/home/21884036,NWMLS as Distributed by MLS Grid,2310381,N,Y,47.6321641,-122.3611876
MLS Listing,NA,Condo/Co-op,2221 Gilman Dr W #305,Seattle,WA,98119,585000,2,2,Queen Anne,1378,NA,1977,4,425,844,Active,NA,NA,https://www.redfin.com/WA/Seattle/2221-Gilman-Dr-W-98119/unit-305/home/72492,NWMLS as Distributed by MLS Grid,2259108,N,Y,47.6389431,-122.3735927
MLS Listing,NA,Townhouse,9219 B Densmore Ave N,Seattle,WA,98103,499900,2,1,Licton Springs,685,NA,2024,4,730,60,Active,November-23-2024 12:30 PM,November-23-2024 02:30 PM,https://www.redfin.com/WA/Seattle/9219-Interlake-Ave-N-98103/home/179778749,NWMLS as Distributed by MLS Grid,2311644,N,Y,47.6964382,-122.3410476
MLS Listing,NA,Townhouse,604 NW 77th St Unit D,Seattle,WA,98117,860000,2,2.5,Ballard,1520,1520,2019,4,566,NA,Active,NA,NA,https://www.redfin.com/WA/Seattle/604-NW-77th-St-98117/unit-D/home/175727860,NWMLS as Distributed by MLS Grid,2311472,N,Y,47.6849018,-122.3636299
MLS Listing,NA,Condo/Co-op,2219 14th Ave W #401,Seattle,WA,98119,499950,2,2,Queen Anne,1070,NA,1978,5,467,934,Active,NA,NA,https://www.redfin.com/WA/Seattle/2219-14th-Ave-W-98119/unit-401/home/37983,NWMLS as Distributed by MLS Grid,2311416,N,Y,47.6393655,-122.3753582
MLS Listing,NA,Condo/Co-op,121 Vine St #1803,Seattle,WA,98121,750000,2,2,Belltown,1065,NA,1989,5,704,1235,Active,November-23-2024 02:00 PM,November-23-2024 04:00 PM,https://www.redfin.com/WA/Seattle/121-Vine-St-98121/unit-1803/home/11064,NWMLS as Distributed by MLS Grid,2310749,N,Y,47.6155541,-122.3487804
MLS Listing,NA,Single Family Residential,8133 32nd Ave SW,Seattle,WA,98126,800000,2,1,West Seattle,1070,7680,1951,5,748,NA,Active,November-24-2024 01:00 PM,November-24-2024 04:00 PM,https://www.redfin.com/WA/Seattle/8133-32nd-Ave-SW-98126/home/471853,NWMLS as Distributed by MLS Grid,2311396,N,Y,47.5291201,-122.374245
MLS Listing,NA,Condo/Co-op,1545 NW 57th St #5612,Seattle,WA,98107,679000,2,1.5,Ballard,1226,NA,2003,7,554,884,Active,November-23-2024 11:00 AM,November-23-2024 01:00 PM,https://www.redfin.com/WA/Seattle/1545-NW-57th-St-98107/unit-5612/home/193302707,NWMLS as Distributed by MLS Grid,2311330,N,Y,47.6699146,-122.3784177
MLS Listing,NA,Townhouse,8302 B 13th Ave NW,Seattle,WA,98117,619950,2,2.5,Ballard,1031,472,2024,7,601,NA,Active,November-23-2024 12:00 PM,November-23-2024 02:00 PM,https://www.redfin.com/WA/Seattle/8302-13th-Ave-NW-98117/home/496071,NWMLS as Distributed by MLS Grid,2311194,N,Y,47.6889061,-122.3723882
